team,player,club,club_country,club_with_country,position,date_of_birth,age,age_as_of,age_source,age_source_url,fc26_ovr,rating_source,rating_confidence,notes,source_url,rating_url,headshot_url,last_verified_at
Egypt,Mohamed Hany,Al Ahly,Egypt,Al Ahly [Egypt],DF,1996-02-02,30,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohamed_Hany,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Egypt,Ahmed Fatouh,Zamalek,Egypt,Zamalek [Egypt],DF,1998-03-22,28,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ahmed_Fatouh,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Egypt,Marwan Attia,Al Ahly,Egypt,Al Ahly [Egypt],MF,1998-08-01,27,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Marwan_Attia,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Egypt,Emam Ashour,Al Ahly,Egypt,Al Ahly [Egypt],MF,1998-02-20,28,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Emam_Ashour,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Egypt,Ibrahim Adel,Nordsjælland,Denmark,Nordsjælland [Denmark],FW,2001-04-23,25,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ibrahim_Adel,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Egypt,Mohanad Lasheen,Pyramids,Egypt,Pyramids [Egypt],MF,1996-05-29,30,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohanad_Lasheen,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Mehdi Taremi,Olympiacos,Greece,Olympiacos [Greece],FW,1992-07-18,33,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/mehdi-taremi-241788,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/mehdi-taremi-241788,https://www.fcratings.com/assets/images/post/241788.png,2026-06-26
Iran,Ehsan Hajsafi ( captain ),Sepahan,Iran,Sepahan [Iran],DF,1990-02-25,36,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ehsan_Hajsafi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Alireza Jahanbakhsh,Dender EH,Belgium (civil),Dender EH [Belgium (civil)],MF,1993-08-11,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Alireza_Jahanbakhsh,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Alireza Beiranvand,Tractor,Iran,Tractor [Iran],GK,1992-09-21,33,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Alireza_Beiranvand,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Saeid Ezatolahi,Shabab Al Ahli,United Arab Emirates,Shabab Al Ahli [United Arab Emirates],MF,1996-10-01,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Saeid_Ezatolahi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Milad Mohammadi,Persepolis,Iran,Persepolis [Iran],DF,1993-09-29,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Milad_Mohammadi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Ramin Rezaeian,Foolad,Iran,Foolad [Iran],DF,1990-03-21,36,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ramin_Rezaeian,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Saman Ghoddos,Kalba,United Arab Emirates,Kalba [United Arab Emirates],MF,1993-09-06,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Saman_Ghoddos,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Hossein Kanaanizadegan,Persepolis,Iran,Persepolis [Iran],DF,1994-03-23,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Hossein_Kanaanizadegan,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Shojae Khalilzadeh,Tractor,Iran,Tractor [Iran],DF,1989-05-14,37,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Shojae_Khalilzadeh,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Mahdi Torabi,Tractor,Iran,Tractor [Iran],MF,1994-09-10,31,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mahdi_Torabi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Rouzbeh Cheshmi,Esteghlal,Iran,Esteghlal [Iran],MF,1993-07-24,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Rouzbeh_Cheshmi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Mohammad Mohebi,Rostov,Russia,Rostov [Russia],MF,1998-12-20,27,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohammad_Mohebi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Mehdi Ghayedi,Al Nasr,United Arab Emirates,Al Nasr [United Arab Emirates],FW,1998-12-05,27,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mehdi_Ghayedi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Iran,Shahriyar Moghanlou,Kalba,United Arab Emirates,Kalba [United Arab Emirates],FW,1994-12-21,31,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Shahriyar_Moghanlou,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
New Zealand,Joe Bell,Viking,Norway,Viking [Norway],MF,1999-04-27,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/joe-bell-254142,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/joe-bell-254142,https://www.fcratings.com/assets/images/post/254142.png,2026-06-26
New Zealand,Liberato Cacace,Wrexham,Wales,Wrexham [Wales],DF,2000-09-27,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/liberato-cacace-242429,72,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/liberato-cacace-242429,https://www.fcratings.com/assets/images/post/242429.png,2026-06-26
New Zealand,Michael Boxall,Minnesota United FC,United States,Minnesota United FC [United States],DF,1988-08-18,37,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/michael-boxall-202170,71,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/michael-boxall-202170,https://www.fcratings.com/assets/images/post/202170.png,2026-06-26
New Zealand,Marko Stamenić,Swansea City,Wales,Swansea City [Wales],MF,2002-02-19,24,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/marko-stamenic-259680,71,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/marko-stamenic-259680,https://www.fcratings.com/assets/images/post/259680.png,2026-06-26
New Zealand,Tyler Bindon,Sheffield United,England,Sheffield United [England],DF,2005-01-27,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/tyler-bindon-277552,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/tyler-bindon-277552,https://www.fcratings.com/assets/images/post/277552.png,2026-06-26
New Zealand,Francis de Vries,Auckland FC,New Zealand,Auckland FC [New Zealand],DF,1994-11-28,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/francis-de-vries-237268,70,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/francis-de-vries-237268,https://www.fcratings.com/assets/images/post/237268.png,2026-06-26
New Zealand,Elijah Just,Motherwell,Scotland,Motherwell [Scotland],MF,2000-05-01,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/elijah-just-254136,69,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/elijah-just-254136,https://www.fcratings.com/assets/images/post/254136.png,2026-06-26
New Zealand,Callum McCowatt,Silkeborg,Denmark,Silkeborg [Denmark],MF,1999-04-30,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/callum-mccowatt-243666,69,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/callum-mccowatt-243666,https://www.fcratings.com/assets/images/post/243666.png,2026-06-26
New Zealand,Max Crocombe,Millwall,England,Millwall [England],GK,1993-08-12,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/max-crocombe-206566,69,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/max-crocombe-206566,https://www.fcratings.com/assets/images/post/206566.png,2026-06-26
New Zealand,Ben Old,Saint-Étienne,France,Saint-Étienne [France],MF,2002-08-13,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ben-old-262289,68,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ben-old-262289,https://www.fcratings.com/assets/images/post/262289.png,2026-06-26
New Zealand,Finn Surman,Portland Timbers,United States,Portland Timbers [United States],DF,2003-09-23,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/finn-surman-266150,68,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/finn-surman-266150,https://www.fcratings.com/assets/images/post/266150.png,2026-06-26
New Zealand,Alex Paulsen,Lechia Gdańsk,Poland,Lechia Gdańsk [Poland],GK,2002-07-04,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/alex-paulsen-263851,68,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/alex-paulsen-263851,https://www.fcratings.com/assets/images/post/263851.png,2026-06-26
New Zealand,Kosta Barbarouses,Western Sydney Wanderers,Australia (converted),Western Sydney Wanderers [Australia (converted)],FW,1990-02-19,36,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/kosta-barbarouses-182091,67,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/kosta-barbarouses-182091,https://www.fcratings.com/assets/images/post/182091.png,2026-06-26
New Zealand,Nando Pijnaker,Auckland FC,New Zealand,Auckland FC [New Zealand],DF,1999-02-25,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/nando-pijnaker-254143,67,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/nando-pijnaker-254143,https://www.fcratings.com/assets/images/post/254143.png,2026-06-26
New Zealand,Jesse Randall,Auckland FC,New Zealand,Auckland FC [New Zealand],FW,2002-08-19,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/jesse-randall-73092,67,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/jesse-randall-73092,https://www.fcratings.com/assets/images/post/73092.png,2026-06-26
Cape Verde,Logan Costa,Villarreal,Spain,Villarreal [Spain],DF,2001-04-01,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/logan-costa-243923,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/logan-costa-243923,https://www.fcratings.com/assets/images/post/243923.png,2026-06-26
